pac_id,id,name,total,pacs,individuals,release_date,traitor_id,traitor_name,traitor_state,traitor_chamber
         ,          ,Stonerise Healthcare,8400,0,8400,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000031011,Western National Group,8348,0,8348,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00330233,          ,Alliance Coal,7867,5000,2867,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00572271,          ,Building America's Republican Representation,7500,7500,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00542365,          ,Toyota Motor North America,7500,7500,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000030942,Wcg Inc,7100,0,7100,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00038604,D000000590,American Financial Services Assn,7000,7000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00255752,D000000199,American Society of Anesthesiologists,7000,7000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00171843,          ,Liberty Mutual Insurance,7000,7000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00107235,D000000124,PricewaterhouseCoopers,6500,6500,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00211318,D000000131,Deloitte LLP,6250,6000,250,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00379768,D000033552,Experian,6000,6000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Harrison Group,6000,0,6000,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00491589,D000054426,National Creditors Bar Assn,6000,6000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000070410,Nutramax Laboratories,6000,0,6000,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Robinson & McElwee,5700,0,5700,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00142711,D000000100,Boeing Co,5604,0,5604,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Advanced Fixtures Inc,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000072164,Bk2 Holdings,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Burger Buster Restaurants,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Cole Automotive Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000070520,Craig Realty Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000050165,Dian Graves Owen Foundation,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Direct Mail Processors Inc,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Earth Materials,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00677955,D000033782,Fox Rothschild LLP,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Franklin Mountain Management,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Franklin Templeton Investments,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Lighting Efficiency & Design,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Lighting Efficiency Design,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000036031,Mountaire Corp,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Oakwood Laboratories,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000043347,Parman Capital Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Response America,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000037349,San Francisco Giants,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000068906,Senegence International,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Taylor Enterprises,5600,0,5600,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00438754,          ,Energy Transfer Partners,5599,0,5599,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00492819,          ,Chesapeake PAC                                    ,5500,5500,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Happy Sd Cleaners,5500,0,5500,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C90016437,D000000086,National Assn of Home Builders,5500,5500,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000034204,Grimmway Enterprises,5462,0,5462,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000032739,College Loan Corp,5400,0,5400,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Greylock,5400,0,5400,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000030599,Uline Inc,5400,0,5400,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Arc Relocation,5300,0,5300,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000037548,Show Me Institute,5115,0,5115,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00034785,D000021803,ACA International,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00001198,D000023971,American Hotel & Lodging Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Blue Star Strategies,5000,0,5000,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00650598,D000069920,Contura Energy,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C90011693,D000026353,Gun Owners of America,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00280222,D000019986,KPMG LLP,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Ktc Management LLC,5000,0,5000,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00573626,          ,Lee PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00445379,D000029400,Making America Prosperous,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00118943,D000000198,Massachusetts Mutual Life Insurance,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00337626,D000000106,Morgan Stanley,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00170258,D000027814,National Assn of Mutual Insurance Companies,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00040998,D000000080,National Auto Dealers Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Park Sq Realty,5000,0,5000,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,          ,Republican Party of West Virginia,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00330118,D000029315,TACO PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00635367,          ,Tenacious PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00012245,          ,UBS Americas,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00503151,D000071026,Upper Hand Fund,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00553560,D000069970,VIGOP,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
C00489336,          ,Wild & Wonderful PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00033814,Alexander X. Mooney,W.Va.,House 
         ,D000030599,Uline Inc,23225,0,23225,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00552851,D000068902,House Freedom Fund,20580,10000,10580,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C90009945,D000000763,Club for Growth,20400,0,20400,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Janke General Contractors,17200,0,17200,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Rice Lake Weighing Systems,16800,0,16800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000058460,Wausau Homes,16800,0,16800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000031657,Ashley Furniture                                  ,15950,0,15950,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C70002563,D000000062,National Assn of Realtors,15000,15000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000063626,TA Solberg Co,14800,0,14800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000061529,Greenheck Fan Corp,14750,0,14750,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Truck Country,14000,0,14000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Pitlik Wick,13850,0,13850,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00236489,D000000186,Koch Industries,12540,12500,40,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00040998,D000000080,National Auto Dealers Assn,12500,12500,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000000343,Northwestern Mutual,11965,5000,6965,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000034505,Hoffman Construction,11600,0,11600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Clack Corp,11200,0,11200,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Pitlik & Wick,10750,0,10750,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Action Floor Systems,10200,0,10200,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C70005798,D000000136,Credit Union National Assn,10000,10000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00467431,D000070192,Eye of the Tiger PAC,10000,10000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Koser Radio Group,9600,0,9600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000062070,Kwik Trip Co,9100,0,9100,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000037827,STATE OF WISCONSIN,8935,0,8935,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000051661,Hartung Brothers Inc,8900,0,8900,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Incrediblebank,8650,0,8650,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000043411,Fiduciary Management Inc,8600,0,8600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Incredible Bank,8500,0,8500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Besse Forest Products Management,8400,0,8400,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000068062,Hendricks Holding Co,8400,0,8400,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Musson Brothers Inc,8400,0,8400,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Rennes Group,8400,0,8400,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,River Valley Bank,8400,0,8400,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000060826,County Materials,7600,0,7600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Ruedebusch Development,7600,0,7600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00010421,D000000187,Associated Builders & Contractors,7500,7500,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Wayne Gardner Cranberry,7100,0,7100,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Marathon Cheese Corp,7000,0,7000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Derive Technologies LLC,6600,0,6600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Speed Systems Inc,6500,0,6500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00359588,D000021679,BGR Group,6360,3860,2500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00099945,D000029889,WEC Energy Group,6150,5500,650,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00250399,D000021853,Automotive Free International Trade PAC           ,6000,6000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000037401,Scalise for Congress,6000,6000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000018229,Cuna Mutual Group,5800,3000,2800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Nicolet Plastics,5800,0,5800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000061508,Grassland Dairy,5650,0,5650,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Associates International Inc,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Besse Forest Products,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000000832,Carnival Corp,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Citizens Community Federal Bank Na,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Clark Construction Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Granite Valley Forest Products,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Hermening Financial Group,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000034750,Irving Moskowitz Foundation,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Jacsten Holdings,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Metalcraft of Mayville,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Nw Builders Construction,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Standard Process Labs,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00429159,D000029341,Tavern League of Wisconsin,5600,5600,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,United Alloy,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Veridian Homes,5600,0,5600,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Major Industries,5500,0,5500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Osceola Medical Group,5500,0,5500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000063179,Roehl Transport,5500,0,5500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Rondele Ranch,5500,0,5500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Web Inc,5500,0,5500,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Clack Foundation,5200,0,5200,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00064766,D000000081,United Parcel Service,5050,5000,50,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Alm Holding Co,5000,0,5000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C30002851,D000000087,American Bankers Assn,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00110338,D000000219,American Crystal Sugar,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Clausen Coatings                                  ,5000,0,5000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Courtesy Corp,5000,0,5000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00559740,D000066623,GOPAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00448373,D000026537,Huck PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00428052,D000027353,Majority Cmte PAC,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00075820,D000022137,National Republican Congressional Cmte,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Northern Clearing,5000,0,5000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00114702,D000000389,Ocean Spray Cranberries,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00697326,          ,On Wisconsin PAC                                  ,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Park Bank,5000,0,5000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00377689,D000022207,Prosperity Action,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00003418,D000037044,Republican National Cmte,5000,5000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Cherry Tree Dental,4800,0,4800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000042069,Menards Inc,4800,0,4800,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000035643,Marshfield Clinic,4550,0,4550,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C00022343,D000000181,Independent Insurance Agents & Brokers of America,4500,4500,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Waukesha State Bank,4350,0,4350,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Paul Bunyan Restaurant,4300,0,4300,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Pine River Lumber,4300,0,4300,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Volm Companies,4300,0,4300,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Champion Inc,4250,0,4250,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000060064,American Family Insurance,4050,4000,50,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Bmo Harris Bank,4050,0,4050,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Zastrow the Beer Man,4020,0,4020,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Cash Depot,4000,0,4000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000070024,Duffy for Wisconsin,4000,4000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000044874,Godfrey & Kahn,4000,0,4000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000034860,Jim Jordan for Congress,4000,4000,0,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,          ,Northern Lakes Amusement,4000,0,4000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
         ,D000045088,Payne & Dolan,4000,0,4000,2020-12-26 00:00:00 +0000,N00045307,Tom Tiffany,Wis.,House 
C90009945,D000000763,Club for Growth,167674,0,167674,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000022280,The Villages,136550,0,136550,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00610782,D000000321,NextEra Energy,102000,16000,86000,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00382150,D000022003,GEO Group,80400,15000,65400,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00284885,D000000419,Home Depot,65664,20000,45664,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000037554,Shutts & Bowen,60131,0,60131,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000061641,Heartland Dental Care,44715,0,44715,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00364778,D000000090,Bank of America,42625,0,42625,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000000659,State Farm Insurance,38921,0,38921,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000053035,Lewis Bear Co                                     ,37800,0,37800,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000000496,US Senate,37412,0,37412,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000043682,Sj Lockwood & Co,34700,0,34700,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00574921,D000037311,Ryan LLC,33300,22500,10800,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000060242,Banknote Capital,32000,0,32000,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00266585,D000000344,Greenberg Traurig LLP,31100,0,31100,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,Cassidy Organization,30600,0,30600,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,Beasley Media Group,30300,0,30300,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00067231,D000000445,HCA Inc,29801,15000,14801,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00236489,D000000186,Koch Industries,27900,22500,5400,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000051141,Full Sail,27750,0,27750,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00546119,          ,Select Medical Corp,27500,20000,7500,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00345132,D000028612,Republican Jewish Coalition,27490,10000,17490,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000044649,Amscot Financial,26600,0,26600,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,Weathertech,26600,0,26600,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,Hopkins Pharmacy,26400,0,26400,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000037793,State of Florida                        ,25424,0,25424,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000060975,Dex Imaging,24300,0,24300,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00296624,          ,Florida Crystals,24300,0,24300,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000034833,Jennmar Corp                            ,24300,0,24300,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000064119,York Management & Research,24100,0,24100,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000022013,Gruss & Co,23900,0,23900,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000000209,United Technologies,23750,5000,18750,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000044505,First Republic Bank,23700,0,23700,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,Keewin Real Property Co,23700,0,23700,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,"Cole, Scott & Kissane",23500,0,23500,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000021757,Berkshire Hathaway,23340,20000,3340,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,          ,Ferber Co,23300,0,23300,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000063609,Sutton Properties,23300,0,23300,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00359588,D000021679,BGR Group,22810,6210,16600,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00240911,D000026820,JM Family Enterprises,22650,20400,2250,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000044871,GL Homes of Florida,21600,0,21600,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
         ,D000000772,Station Casinos,21600,0,21600,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
C00211318,D000000131,Deloitte LLP,21425,10000,11425,2020-12-26 00:00:00 +0000,N00043290,Rick Scott,Fla.,Senate
